term	description	gene_count	genes_targeted	guide_count	FDR	contrast
CL:1811	Valine, leucine and isoleucine biosynthesis, and Acetolactate synthase complex	20	8	30	0.0183186043280321	mouse vs. LB
CL:1810	Valine, leucine and isoleucine biosynthesis, and Acetolactate synthase complex	25	8	30	0.0183186043280321	mouse vs. LB
GO:0016811	Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	58	6	16	0.0183186043280321	mouse vs. LB
GO:0042398	Cellular modified amino acid biosynthetic process	33	6	21	0.018338278309451	LB vs. INOCULUM
GO:0042254	Ribosome biogenesis	55	13	34	0.0184359412245083	mouse vs. INOCULUM
GO:0022613	Ribonucleoprotein complex biogenesis	56	13	34	0.0184359412245083	mouse vs. INOCULUM
GO:0051604	Protein maturation	23	4	12	0.0185514625543321	LB vs. INOCULUM
GO:0006164	Purine nucleotide biosynthetic process	63	29	53	0.0185514625543321	LB vs. INOCULUM
GO:0072522	Purine-containing compound biosynthetic process	67	29	53	0.0185514625543321	LB vs. INOCULUM
GO:0016879	Ligase activity, forming carbon-nitrogen bonds	63	26	60	0.0188023363717431	mouse vs. LB
GO:1990063	Bam protein complex	3	3	6	0.0188163028314287	mouse vs. LB
GO:0031241	Periplasmic side of cell outer membrane	4	3	6	0.0188163028314287	mouse vs. LB
GOCC:0031246	Intrinsic component of periplasmic side of cell outer membrane	6	3	6	0.0188163028314287	mouse vs. LB
GOCC:0031241	Periplasmic side of cell outer membrane	7	3	6	0.0188163028314287	mouse vs. LB
GO:0051205	Protein insertion into membrane	8	3	6	0.0188163028314287	mouse vs. LB
GOCC:0031230	Intrinsic component of cell outer membrane	17	3	6	0.0188163028314287	mouse vs. LB
GO:0031230	Intrinsic component of cell outer membrane	22	3	6	0.0188163028314287	mouse vs. LB
GO:0009150	Purine ribonucleotide metabolic process	97	37	69	0.0188507599298286	LB vs. INOCULUM
KW-0288	FMN	31	7	23	0.0188544031614487	mouse vs. INOCULUM
GO:0009221	Pyrimidine deoxyribonucleotide biosynthetic process	8	4	11	0.0188878915407366	mouse vs. INOCULUM
GO:0009211	Pyrimidine deoxyribonucleoside triphosphate metabolic process	9	4	11	0.0188878915407366	mouse vs. INOCULUM
GO:0009219	Pyrimidine deoxyribonucleotide metabolic process	10	4	11	0.0188878915407366	mouse vs. INOCULUM
GO:0046385	Deoxyribose phosphate biosynthetic process	10	4	11	0.0188878915407366	mouse vs. INOCULUM
GO:0009200	Deoxyribonucleoside triphosphate metabolic process	11	4	11	0.0188878915407366	mouse vs. INOCULUM
GO:0019692	Deoxyribose phosphate metabolic process	14	4	11	0.0188878915407366	mouse vs. INOCULUM
KW-0653	Protein transport	34	10	22	0.0188878915407366	mouse vs. INOCULUM
KW-0067	ATP-binding	406	105	228	0.0188878915407366	mouse vs. INOCULUM
CL:824	GMP biosynthetic process, and De novo AMP biosynthetic process	5	3	7	0.01896128553033	mouse vs. LB
GO:0009082	Branched-chain amino acid biosynthetic process	20	10	38	0.01896128553033	mouse vs. LB
GO:0009081	Branched-chain amino acid metabolic process	38	10	38	0.01896128553033	mouse vs. LB
KW-0520	NAD	85	18	60	0.01896128553033	mouse vs. LB
KW-0687	Ribonucleoprotein	65	41	43	0.019082234708453	mouse vs. LB
GO:0016874	Ligase activity	154	59	110	0.0191346273556849	LB vs. INOCULUM
CL:3996	Mixed, incl. Lipopolysaccharide core region metabolic process, and DNA catabolic process	18	6	16	0.0191821599129571	mouse vs. INOCULUM
GO:0005948	Acetolactate synthase complex	9	1	4	0.0191910490991603	LB vs. INOCULUM
GO:0006302	Double-strand break repair	10	5	17	0.0192201556102073	mouse vs. LB
GO:0072525	Pyridine-containing compound biosynthetic process	25	9	30	0.0193440387480045	mouse vs. LB
GO:0072524	Pyridine-containing compound metabolic process	30	9	30	0.0193440387480045	mouse vs. LB
GO:1901362	Organic cyclic compound biosynthetic process	437	137	340	0.0193529296081088	mouse vs. INOCULUM
GO:0016725	Oxidoreductase activity, acting on CH or CH2 groups	14	5	13	0.0196768035753516	mouse vs. INOCULUM
GO:0006796	Phosphate-containing compound metabolic process	431	115	263	0.01973257013819	mouse vs. INOCULUM
GO:0016772	Transferase activity, transferring phosphorus-containing groups	269	54	130	0.0198052920902932	mouse vs. INOCULUM
KW-0665	Pyrimidine biosynthesis	10	10	22	0.0199791317715468	LB vs. INOCULUM
GO:0045005	DNA-templated DNA replication maintenance of fidelity	4	2	4	0.0203369087069188	LB vs. INOCULUM
CL:136	Ribosome, and Translation regulator activity	107	67	91	0.0203369087069188	LB vs. INOCULUM
KW-0997	Cell inner membrane	118	24	50	0.0204066201929298	mouse vs. LB
CL:416	Protein export	16	8	14	0.0209174977939439	mouse vs. LB
KW-1133	Transmembrane helix	1239	59	129	0.0209174977939439	mouse vs. LB
GO:0005996	Monosaccharide metabolic process	27	11	22	0.020941767187714	mouse vs. INOCULUM
GO:0065007	Biological regulation	997	73	171	0.0210363056712344	mouse vs. INOCULUM
GO:0032787	Monocarboxylic acid metabolic process	268	44	124	0.0212045339016042	mouse vs. INOCULUM
CL:3931	Mixed, incl. Lipopolysaccharide biosynthetic process, and DNA catabolic process	50	7	17	0.0217497291753909	mouse vs. INOCULUM
CL:3929	Mixed, incl. Lipopolysaccharide biosynthetic process, and DNA integration	59	7	17	0.0217497291753909	mouse vs. INOCULUM
GO:0009148	Pyrimidine nucleoside triphosphate biosynthetic process	10	6	11	0.0218889980091361	mouse vs. INOCULUM
CL:157	Structural constituent of ribosome	42	34	39	0.0221483314548164	mouse vs. LB
KW-0028	Amino-acid biosynthesis	86	54	189	0.0222116021779062	LB vs. INOCULUM
CL:2686	Organelle inner membrane, and Cell division site	5	3	9	0.0222148095548781	LB vs. INOCULUM
KW-0240	DNA-directed RNA polymerase	6	5	7	0.0223591830004705	mouse vs. INOCULUM
GO:0030880	RNA polymerase complex	7	5	7	0.0223591830004705	mouse vs. INOCULUM
GO:0006744	Ubiquinone biosynthetic process	21	8	20	0.0223937941606513	mouse vs. LB
GO:1901663	Quinone biosynthetic process	32	8	20	0.0223937941606513	mouse vs. LB
GO:0042180	Cellular ketone metabolic process	44	8	20	0.0223937941606513	mouse vs. LB
GO:1901264	Carbohydrate derivative transport	27	10	23	0.0225121285401469	mouse vs. INOCULUM
KW-0443	Lipid metabolism	48	18	43	0.0226457444914145	mouse vs. INOCULUM
GO:0019318	Hexose metabolic process	16	7	14	0.0228060938243418	mouse vs. INOCULUM
GO:0034654	Nucleobase-containing compound biosynthetic process	249	82	170	0.0228060938243418	mouse vs. INOCULUM
GO:0005971	Ribonucleoside-diphosphate reductase complex	4	2	3	0.0229179182179474	mouse vs. LB
GO:0061731	Ribonucleoside-diphosphate reductase activity	7	2	3	0.0229179182179474	mouse vs. LB
GO:0016728	Oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor	8	2	3	0.0229179182179474	mouse vs. LB
GO:0090501	RNA phosphodiester bond hydrolysis	23	6	19	0.0229179182179474	mouse vs. LB
GO:0036211	Protein modification process	160	10	27	0.0229179182179474	mouse vs. LB
GO:0022411	Cellular component disassembly	7	3	6	0.0229557604563818	mouse vs. INOCULUM
CL:2499	Chorismate biosynthetic process	5	4	15	0.0230417450462612	mouse vs. LB
GO:0009156	Ribonucleoside monophosphate biosynthetic process	37	22	48	0.0230417450462612	mouse vs. LB
GO:0044874	Lipoprotein localization to outer membrane	10	5	11	0.0230468224537095	mouse vs. INOCULUM
GO:0044872	Lipoprotein localization	12	5	11	0.0230468224537095	mouse vs. INOCULUM
CL:156	Ribosome	47	35	41	0.0232503649912384	mouse vs. INOCULUM
CL:358	tRNA aminoacylation	17	16	21	0.0233747202175612	mouse vs. LB
GO:0015935	Small ribosomal subunit	8	7	8	0.0233818058962818	LB vs. INOCULUM
GO:0042398	Cellular modified amino acid biosynthetic process	33	6	21	0.0235748147920829	mouse vs. INOCULUM
GO:0008171	O-methyltransferase activity	13	3	10	0.0236802741805542	mouse vs. LB
GO:0006091	Generation of precursor metabolites and energy	205	33	88	0.023974088820711	mouse vs. LB
GO:0071968	Lipid A-core heptosyltransferase activity	2	2	3	0.024115441604686	mouse vs. LB
GOCC:0098552	Side of membrane	58	11	24	0.024115441604686	mouse vs. LB
CL:407	Mixed, incl. Adenosine to inosine editing, and tRNA (guanine) methyltransferase activity	5	2	8	0.0241398854680057	mouse vs. INOCULUM
GOCC:0005634	Nucleus	51	7	19	0.0242528569526046	mouse vs. INOCULUM
GO:0003746	Translation elongation factor activity	13	4	12	0.0243736269446595	mouse vs. INOCULUM
GO:0005840	Ribosome	60	41	43	0.0243935185653679	mouse vs. LB
KW-0276	Fatty acid metabolism	19	10	26	0.0244023480208181	mouse vs. INOCULUM
GO:0009168	Purine ribonucleoside monophosphate biosynthetic process	27	13	27	0.0250741569128483	mouse vs. LB
GO:0052589	Malate dehydrogenase (menaquinone) activity	2	1	4	0.0251291448661756	mouse vs. LB
GO:0016615	Malate dehydrogenase activity	4	1	4	0.0251291448661756	mouse vs. LB
GO:0006069	Ethanol oxidation	7	1	4	0.0251291448661756	mouse vs. LB
CL:974	Bam protein complex, and Protein stabilization	5	4	8	0.0251758941483951	mouse vs. INOCULUM
CL:1135	Mixed, incl. Cell morphogenesis, and Lipid-linked peptidoglycan transport	5	4	8	0.0251758941483951	mouse vs. INOCULUM
CL:198	Ribosomal subunit, and Structural constituent of ribosome	15	12	17	0.0252244088717231	mouse vs. LB
GO:0043648	Dicarboxylic acid metabolic process	72	26	85	0.0253467030461273	LB vs. INOCULUM
KW-0670	Pyruvate	27	3	9	0.0253739658454201	mouse vs. INOCULUM
GO:0009161	Ribonucleoside monophosphate metabolic process	39	23	49	0.025750682750364	mouse vs. LB
KW-0812	Transmembrane	1289	62	135	0.0259456227420275	mouse vs. LB
KW-0234	DNA repair	33	5	18	0.026300740948256	mouse vs. INOCULUM
KW-0227	DNA damage	35	5	18	0.026300740948256	mouse vs. INOCULUM
KW-0664	Pyridoxine biosynthesis	8	6	20	0.0263239656076362	mouse vs. INOCULUM
GO:0008615	Pyridoxine biosynthetic process	9	6	20	0.0263239656076362	mouse vs. INOCULUM
GO:0042819	Vitamin B6 biosynthetic process	10	6	20	0.0263239656076362	mouse vs. INOCULUM
CL:757	Pyrimidine nucleotide metabolic process, and Ribonucleoside-diphosphate reductase activity	23	13	22	0.0263539004721504	mouse vs. LB
GO:0072528	Pyrimidine-containing compound biosynthetic process	37	21	49	0.02646092942934	mouse vs. LB
KW-0289	Folate biosynthesis	2	2	7	0.0264658983294238	mouse vs. INOCULUM
GO:0009130	Pyrimidine nucleoside monophosphate biosynthetic process	15	10	25	0.0264697372929266	LB vs. INOCULUM
GO:0009129	Pyrimidine nucleoside monophosphate metabolic process	16	10	25	0.0264697372929266	LB vs. INOCULUM
CL:2162	Ammonia ligase activity, and Cellular response to amino acid stimulus	11	4	11	0.0264697372929266	LB vs. INOCULUM
GO:0009123	Nucleoside monophosphate metabolic process	52	29	64	0.0264697372929266	LB vs. INOCULUM
GO:0009152	Purine ribonucleotide biosynthetic process	61	27	51	0.0264697372929266	LB vs. INOCULUM
GO:0033692	Cellular polysaccharide biosynthetic process	119	16	33	0.0264697372929266	LB vs. INOCULUM
GO:0034637	Cellular carbohydrate biosynthetic process	121	16	33	0.0264697372929266	LB vs. INOCULUM
GO:0000271	Polysaccharide biosynthetic process	122	16	33	0.0264697372929266	LB vs. INOCULUM
GO:0044264	Cellular polysaccharide metabolic process	126	16	33	0.0264697372929266	LB vs. INOCULUM
GO:0005976	Polysaccharide metabolic process	130	16	33	0.0264697372929266	LB vs. INOCULUM
GO:0006629	Lipid metabolic process	358	61	146	0.0264697372929266	LB vs. INOCULUM
CL:2164	Cellular response to amino acid stimulus, and Ammonia ligase activity	6	3	10	0.0264765663370299	LB vs. INOCULUM
KW-0251	Elongation factor	11	3	8	0.0267053252036959	mouse vs. INOCULUM
GO:0006414	Translational elongation	12	3	8	0.0267053252036959	mouse vs. INOCULUM
CL:307	RNA polymerase, and DNA-templated transcription, termination	11	8	17	0.0268099754251964	LB vs. INOCULUM
GO:0031975	Envelope	215	14	38	0.0268099754251964	LB vs. INOCULUM
GO:0043229	Intracellular organelle	176	59	89	0.0268136289698284	mouse vs. LB
GO:0043226	Organelle	205	59	89	0.0268136289698284	mouse vs. LB
KW-0408	Iron	165	27	72	0.0268380098329919	mouse vs. INOCULUM
KW-0324	Glycolysis	10	6	9	0.0271419639421932	mouse vs. LB
KW-0234	DNA repair	33	5	18	0.0271419639421932	mouse vs. LB
KW-0227	DNA damage	35	5	18	0.0271419639421932	mouse vs. LB
GO:0072527	Pyrimidine-containing compound metabolic process	60	22	50	0.0271419639421932	mouse vs. LB
GO:0016765	Transferase activity, transferring alkyl or aryl (other than methyl) groups	56	15	42	0.027170295938569	mouse vs. LB
GO:1901607	Alpha-amino acid biosynthetic process	123	51	171	0.0271971201468604	LB vs. INOCULUM
GO:0090079	Translation regulator activity, nucleic acid binding	24	7	19	0.0276672039586402	mouse vs. LB
GO:0006575	Cellular modified amino acid metabolic process	97	10	29	0.0278638303623443	mouse vs. INOCULUM
GO:0009226	Nucleotide-sugar biosynthetic process	23	8	15	0.0281080255481795	mouse vs. LB
GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	9	3	8	0.0282015100638094	mouse vs. INOCULUM
CL:4001	Mixed, incl. Lipid A-core heptosyltransferase activity, and Peptidyl-tyrosine modification	6	5	13	0.0284486973034216	mouse vs. LB
CL:3999	Mixed, incl. Lipopolysaccharide core region metabolic process, and DNA catabolic process	11	5	13	0.0284486973034216	mouse vs. LB
GO:0017110	Nucleoside-diphosphatase activity	2	1	4	0.0284506969720943	mouse vs. INOCULUM
GO:0009147	Pyrimidine nucleoside triphosphate metabolic process	13	7	15	0.0286896110854501	LB vs. INOCULUM
CL:143	Ribosome, and Translation regulator activity	73	50	63	0.0286896110854501	LB vs. INOCULUM
CL:139	Ribosome, and Translation regulator activity	79	50	63	0.0286896110854501	LB vs. INOCULUM
CL:131	Translation, and Proton-transporting ATP synthase complex	143	88	128	0.0286896110854501	LB vs. INOCULUM
CL:1135	Mixed, incl. Cell morphogenesis, and Lipid-linked peptidoglycan transport	5	4	8	0.028750809212104	mouse vs. LB
GO:1901605	Alpha-amino acid metabolic process	251	57	182	0.0294912864262137	LB vs. INOCULUM
CL:1868	Pentose phosphate pathway, and Glycolysis	40	17	36	0.0295697106563032	LB vs. INOCULUM
GO:0044255	Cellular lipid metabolic process	301	60	142	0.0295697106563032	LB vs. INOCULUM
GO:0009167	Purine ribonucleoside monophosphate metabolic process	28	14	28	0.0296908263769224	mouse vs. LB
GOCC:0015935	Small ribosomal subunit	13	13	13	0.0297170104298419	mouse vs. INOCULUM
CL:1816	C5-Branched dibasic acid metabolism	7	6	23	0.0298087057499021	LB vs. INOCULUM
CL:1813	Branched-chain amino acid biosynthetic process	12	6	23	0.0298087057499021	LB vs. INOCULUM
GO:0009103	Lipopolysaccharide biosynthetic process	72	15	32	0.0298087057499021	LB vs. INOCULUM
GO:0008653	Lipopolysaccharide metabolic process	75	15	32	0.0298087057499021	LB vs. INOCULUM
GO:0044281	Small molecule metabolic process	1026	227	607	0.0298087057499021	LB vs. INOCULUM
GO:0016884	Carbon-nitrogen ligase activity, with glutamine as amido-N-donor	15	7	18	0.0299957520865498	LB vs. INOCULUM
GO:0046417	Chorismate metabolic process	16	9	26	0.0301245773743748	mouse vs. INOCULUM
GO:0051234	Establishment of localization	1069	55	119	0.0302578641321548	mouse vs. INOCULUM
GO:0051179	Localization	1073	55	119	0.0302578641321548	mouse vs. INOCULUM
GO:0042221	Response to chemical	337	17	41	0.0302863715299039	mouse vs. LB
GO:0016814	Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	25	7	17	0.0303248461684409	mouse vs. LB
MAP-9635486	Infection with Mycobacterium tuberculosis	164	13	20	0.0303248461684409	mouse vs. LB
MAP-5663205	Infectious disease	168	13	20	0.0303248461684409	mouse vs. LB
MAP-1643685	Disease	177	13	20	0.0303248461684409	mouse vs. LB
KW-0686	Riboflavin biosynthesis	4	2	3	0.0303551940663658	mouse vs. LB
GO:0046656	Folic acid biosynthetic process	6	4	15	0.0303551940663658	mouse vs. LB
GO:0003735	Structural constituent of ribosome	57	40	42	0.0303551940663658	mouse vs. LB
KW-0689	Ribosomal protein	64	40	42	0.0303551940663658	mouse vs. LB
KW-0653	Protein transport	34	10	22	0.0303551940663658	mouse vs. LB
GO:0005198	Structural molecule activity	72	40	42	0.0303551940663658	mouse vs. LB
CL:1867	Mixed, incl. Pentose phosphate pathway, and Phosphotransferase system (PTS)	57	18	39	0.0304752592118094	LB vs. INOCULUM
KW-0560	Oxidoreductase	459	56	175	0.0305121834133654	mouse vs. INOCULUM
GO:0043649	Dicarboxylic acid catabolic process	2	1	4	0.0306920996294237	mouse vs. INOCULUM
GO:0004514	Nicotinate-nucleotide diphosphorylase (carboxylating) activity	3	1	4	0.0306920996294237	mouse vs. INOCULUM
GO:0046874	Quinolinate metabolic process	3	1	4	0.0306920996294237	mouse vs. INOCULUM
GO:0072526	Pyridine-containing compound catabolic process	5	1	4	0.0306920996294237	mouse vs. INOCULUM
CL:1643	Nicotinamide-nucleotide amidase activity, and Quinolinate metabolic process	6	1	4	0.0306920996294237	mouse vs. INOCULUM
CL:1642	Pyridine nucleotide biosynthetic process, and Nucleoside transport	11	1	4	0.0306920996294237	mouse vs. INOCULUM
GO:0007059	Chromosome segregation	14	3	6	0.0306920996294237	mouse vs. INOCULUM
KW-0055	Arginine biosynthesis	11	7	25	0.0307502588836615	mouse vs. LB
GO:0046653	Tetrahydrofolate metabolic process	18	8	23	0.0311896425762241	mouse vs. LB
GO:0006760	Folic acid-containing compound metabolic process	21	8	23	0.0311896425762241	mouse vs. LB
GO:0042558	Pteridine-containing compound metabolic process	24	8	23	0.0311896425762241	mouse vs. LB
GO:0019239	Deaminase activity	22	3	10	0.0312468116561992	mouse vs. INOCULUM
KW-0997	Cell inner membrane	118	24	50	0.0312468116561992	mouse vs. INOCULUM
GO:0034655	Nucleobase-containing compound catabolic process	35	4	13	0.0316183679194064	mouse vs. INOCULUM
GO:0046401	Lipopolysaccharide core region metabolic process	21	10	21	0.0317970351149202	LB vs. INOCULUM
KW-0240	DNA-directed RNA polymerase	6	5	7	0.0319425105975002	mouse vs. LB
GO:0030880	RNA polymerase complex	7	5	7	0.0319425105975002	mouse vs. LB
GO:0046655	Folic acid metabolic process	10	6	18	0.0319425105975002	mouse vs. LB
GO:0052689	Carboxylic ester hydrolase activity	39	7	16	0.0320054830162659	mouse vs. LB
GO:0016875	Ligase activity, forming carbon-oxygen bonds	26	21	26	0.032344099417277	mouse vs. INOCULUM
GO:0031163	Metallo-sulfur cluster assembly	14	7	17	0.0324659633427466	mouse vs. INOCULUM
GO:1990063	Bam protein complex	3	3	6	0.0325941810936089	mouse vs. INOCULUM
GO:0031241	Periplasmic side of cell outer membrane	4	3	6	0.0325941810936089	mouse vs. INOCULUM
GOCC:0031246	Intrinsic component of periplasmic side of cell outer membrane	6	3	6	0.0325941810936089	mouse vs. INOCULUM
GOCC:0031241	Periplasmic side of cell outer membrane	7	3	6	0.0325941810936089	mouse vs. INOCULUM
GO:0006302	Double-strand break repair	10	5	17	0.0325941810936089	mouse vs. INOCULUM
GO:0051205	Protein insertion into membrane	8	3	6	0.0325941810936089	mouse vs. INOCULUM
GOCC:0031230	Intrinsic component of cell outer membrane	17	3	6	0.0325941810936089	mouse vs. INOCULUM
GO:0031230	Intrinsic component of cell outer membrane	22	3	6	0.0325941810936089	mouse vs. INOCULUM
CL:154	Ribosome	55	41	44	0.0327037425832817	mouse vs. LB
KW-0546	Nucleotide metabolism	8	3	9	0.0328540895124517	mouse vs. INOCULUM
CL:2708	O antigen metabolic process	6	1	4	0.0330918653062251	mouse vs. LB
GO:0000049	tRNA binding	31	17	28	0.0332472621902215	mouse vs. INOCULUM
GO:0098796	Membrane protein complex	139	21	38	0.0332472621902215	mouse vs. INOCULUM
GO:0009177	Pyrimidine deoxyribonucleoside monophosphate biosynthetic process	7	3	9	0.0333435027252996	mouse vs. INOCULUM
GO:0009162	Deoxyribonucleoside monophosphate metabolic process	10	3	9	0.0333435027252996	mouse vs. INOCULUM
GO:0042254	Ribosome biogenesis	55	13	34	0.0334559519195721	mouse vs. LB
GO:0022613	Ribonucleoprotein complex biogenesis	56	13	34	0.0334559519195721	mouse vs. LB
GO:0019439	Aromatic compound catabolic process	139	5	16	0.0338329460918018	mouse vs. INOCULUM
GO:0019239	Deaminase activity	22	3	10	0.0340062668455211	mouse vs. LB
GO:0019359	Nicotinamide nucleotide biosynthetic process	13	3	10	0.0344205147006356	LB vs. INOCULUM
GO:0019363	Pyridine nucleotide biosynthetic process	15	3	10	0.0344205147006356	LB vs. INOCULUM
GO:0046496	Nicotinamide nucleotide metabolic process	16	3	10	0.0344205147006356	LB vs. INOCULUM
GO:0019362	Pyridine nucleotide metabolic process	18	3	10	0.0344205147006356	LB vs. INOCULUM
KW-0436	Ligase	106	49	96	0.034526502224327	LB vs. INOCULUM
GO:0044262	Cellular carbohydrate metabolic process	158	20	43	0.034656205601081	LB vs. INOCULUM
GO:0034308	Primary alcohol metabolic process	26	7	19	0.0350178809247351	mouse vs. LB
GO:0004523	RNA-DNA hybrid ribonuclease activity	2	1	2	0.0351011617914731	mouse vs. INOCULUM
GO:0051287	NAD binding	57	15	51	0.0351077200354061	mouse vs. LB
CL:1486	Mixed, incl. Vitamin biosynthetic process, and Nicotinate and nicotinamide metabolism	97	32	106	0.0351079278533665	mouse vs. LB
GO:0032984	Protein-containing complex disassembly	6	2	4	0.0354811192151915	LB vs. INOCULUM
GO:0046654	Tetrahydrofolate biosynthetic process	9	5	17	0.0355800321192209	mouse vs. LB
GO:0015920	Lipopolysaccharide transport	14	7	16	0.0355800321192209	mouse vs. LB
GO:0009396	Folic acid-containing compound biosynthetic process	12	5	17	0.0355800321192209	mouse vs. LB
GO:0042559	Pteridine-containing compound biosynthetic process	15	5	17	0.0355800321192209	mouse vs. LB
GO:0036211	Protein modification process	160	10	27	0.0356579685809411	mouse vs. INOCULUM
GO:0046700	Heterocycle catabolic process	77	6	20	0.0362289308287201	mouse vs. LB
GO:0044270	Cellular nitrogen compound catabolic process	101	6	20	0.0362289308287201	mouse vs. LB
GO:1901361	Organic cyclic compound catabolic process	117	6	20	0.0362289308287201	mouse vs. LB
CL:1700	Mixed, incl. Citrate cycle (TCA cycle), and Valine, leucine and isoleucine biosynthesis	80	24	77	0.0368861869603649	LB vs. INOCULUM
GO:0046914	Transition metal ion binding	209	36	86	0.0368964693907891	mouse vs. INOCULUM
CL:771	Nucleobase-containing compound kinase activity, and Pyrimidine nucleotide catabolic process	5	4	7	0.0371311168464338	LB vs. INOCULUM
GO:0009201	Ribonucleoside triphosphate biosynthetic process	18	9	9	0.0371658268875513	LB vs. INOCULUM
GO:0009259	Ribonucleotide metabolic process	111	47	92	0.0377949643900929	mouse vs. LB
CL:393	Mixed, incl. tRNA pseudouridine synthesis, and RNA 2-O-methyltransferase activity	12	4	12	0.0378021516793653	mouse vs. LB
CL:1816	C5-Branched dibasic acid metabolism	7	6	23	0.0379344906947997	mouse vs. LB
CL:1813	Branched-chain amino acid biosynthetic process	12	6	23	0.0379344906947997	mouse vs. LB
GO:0031163	Metallo-sulfur cluster assembly	14	7	17	0.0379344906947997	mouse vs. LB
KW-0949	S-adenosyl-L-methionine	71	11	31	0.0381484617591583	mouse vs. LB
CL:1870	Pentose phosphate pathway, and Glycolysis	33	16	34	0.038401005520755	mouse vs. LB
GO:0016725	Oxidoreductase activity, acting on CH or CH2 groups	14	5	13	0.0386399194528804	mouse vs. LB
GO:0006810	Transport	1061	52	113	0.0386399194528804	mouse vs. LB
KW-0443	Lipid metabolism	48	18	43	0.0387370426306422	mouse vs. LB
GO:0055086	Nucleobase-containing small molecule metabolic process	235	70	144	0.0387457316729267	mouse vs. INOCULUM
GO:0052589	Malate dehydrogenase (menaquinone) activity	2	1	4	0.0388010621236856	mouse vs. INOCULUM
GO:0016615	Malate dehydrogenase activity	4	1	4	0.0388010621236856	mouse vs. INOCULUM
GO:0006069	Ethanol oxidation	7	1	4	0.0388010621236856	mouse vs. INOCULUM
GO:0090501	RNA phosphodiester bond hydrolysis	23	6	19	0.0393491031271364	mouse vs. INOCULUM
GO:0008233	Peptidase activity	163	10	24	0.0394887700303199	mouse vs. LB
GOCC:1990234	Transferase complex	110	27	57	0.0395003774173834	mouse vs. LB
CL:802	Mixed, incl. AMP metabolic process, and GMP biosynthetic process	18	5	11	0.0396072832972034	mouse vs. LB
GO:0016436	rRNA (uridine) methyltransferase activity	4	1	4	0.0403227328842576	LB vs. INOCULUM
GO:0062105	RNA 2-O-methyltransferase activity	4	1	4	0.0403227328842576	LB vs. INOCULUM
GO:0032259	Methylation	105	9	22	0.0403710809414836	mouse vs. INOCULUM
GO:0008168	Methyltransferase activity	113	9	22	0.0403710809414836	mouse vs. INOCULUM
GO:0001067	Transcription regulatory region nucleic acid binding	140	6	18	0.0403710809414836	mouse vs. INOCULUM
GO:1990837	Sequence-specific double-stranded DNA binding	142	7	18	0.0403710809414836	mouse vs. INOCULUM
GO:0003690	Double-stranded DNA binding	150	7	18	0.0403710809414836	mouse vs. INOCULUM
GO:0018130	Heterocycle biosynthetic process	415	129	317	0.0403710809414836	mouse vs. INOCULUM
KW-0813	Transport	322	33	71	0.0407402759378632	mouse vs. LB
GO:0008831	dTDP-4-dehydrorhamnose reductase activity	2	1	4	0.0407476090989768	LB vs. INOCULUM
GO:0003746	Translation elongation factor activity	13	4	12	0.0407476090989768	LB vs. INOCULUM
KW-0831	Ubiquinone biosynthesis	8	6	14	0.0411141003921137	mouse vs. LB
GO:0016742	Hydroxymethyl-, formyl- and related transferase activity	15	5	10	0.0412406017644906	mouse vs. INOCULUM
MAP-9635486	Infection with Mycobacterium tuberculosis	164	13	20	0.0412406017644906	mouse vs. INOCULUM
MAP-5663205	Infectious disease	168	13	20	0.0412406017644906	mouse vs. INOCULUM
MAP-1643685	Disease	177	13	20	0.0412406017644906	mouse vs. INOCULUM
GO:1990904	Ribonucleoprotein complex	18	13	14	0.041345420007465	mouse vs. INOCULUM
MAP-1222499	Latent infection - Other responses of Mtb to phagocytosis	64	8	15	0.0413940697990559	mouse vs. LB
GO:0046656	Folic acid biosynthetic process	6	4	15	0.0415154042586065	mouse vs. INOCULUM
GOCC:1990904	Ribonucleoprotein complex	39	26	27	0.0415154042586065	mouse vs. INOCULUM
GO:0008173	RNA methyltransferase activity	30	3	6	0.0415154042586065	mouse vs. INOCULUM
GO:0001510	RNA methylation	32	3	6	0.0415154042586065	mouse vs. INOCULUM
GO:0043414	Macromolecule methylation	42	3	6	0.0415154042586065	mouse vs. INOCULUM
KW-0004	4Fe-4S	53	10	29	0.0415912375297826	mouse vs. LB
CL:672	DNA polymerase III complex	5	5	10	0.0417598853957056	mouse vs. LB
CL:2555	Porphyrin and chlorophyll metabolism, and Ubiquinone metabolic process	74	26	65	0.0417598853957056	mouse vs. LB
CL:771	Nucleobase-containing compound kinase activity, and Pyrimidine nucleotide catabolic process	5	4	7	0.0417824965804785	mouse vs. INOCULUM
CL:867	Dihydroorotase activity, and De novo pyrimidine nucleobase biosynthetic process	5	4	10	0.042088740612874	LB vs. INOCULUM
GOCC:0009317	acetyl-CoA carboxylase complex	10	6	15	0.042088740612874	LB vs. INOCULUM
CL:130	Translation, and Protein export	159	96	142	0.042088740612874	LB vs. INOCULUM
GOCC:0015935	Small ribosomal subunit	13	13	13	0.0427298847780801	mouse vs. LB
CL:156	Ribosome	47	35	41	0.0433748497319049	mouse vs. LB
